,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
52,363000,KAYSERİ,KOCASİNAN,17494806,31 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2018,Dizel,Yarı Otomatik,1598,105,60000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2018-super-b-nokta-hatasiz-1-6-tdi-prestij/17494806
53,362900,İSTANBUL,BAHÇELİEVLER,17300519,04 Nisan 2021,Skoda,SuperB,1.6 TDI Prestige,2018,Dizel,Yarı Otomatik,1598,120,55000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2018-boyasiz-hatasiz-hayalet-cam-tavan-elekt-bagaj-servis-bakiml/17300519
54,362500,KONYA,KARATAY,15627968,25 Mayıs 2021,Skoda,SuperB,1.5 TSI GreenTec Elite,2020,Benzin,Yarı Otomatik,1600,150,1200,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-5-tsi-greentec-elite/kivanc-otomotivden-2020-skoda-superb-1-5-tsi-elite-cam-tavan-li/15627968
55,360000,MUĞLA,ORTACA,17327529,21 Nisan 2021,Skoda,SuperB,1.5 TSI GreenTec Elite,2020,Benzin,Otomatik,1600,150,5400,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-5-tsi-greentec-elite/strong-motors-superb-elite-5400-km-dsg-hatasiz/17327529
56,359000,İZMİR,KONAK,16527501,31 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2018,Dizel,Yarı Otomatik,1598,120,111000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/35-oscar-2018-1-6-dizel-otomatik-cam-tavanli-prestige/16527501
57,357000,İSTANBUL,BAĞCILAR,17569660,26 Mayıs 2021,Skoda,SuperB,1.6 TDI Style,2018,Dizel,Yarı Otomatik,1598,120,24000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/2018-skoda-superb-1-6-tdi-cam-tavan-24-000-km-de-boyasiz-hayalet/17569660
58,354000,İSTANBUL,KADIKÖY,17494011,11 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,102000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/otorite-den-2017-super-b-1-6tdi-prestige-dsg-cam-tavan-hatasiz/17494011
59,353500,KONYA,KARATAY,17535124,20 Mayıs 2021,Skoda,SuperB,1.6 TDI Elite,2019,Dizel,Yarı Otomatik,1598,120,9500,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-elite/yeni-superb-cam-tavan-9-500-km-boyasiz-degisensiz-0-hata/17535124
60,351000,İSTANBUL,ESENYURT,17229017,25 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,58000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/cam-tavan-sanruf-girtlak-dolu-paket-nokta-hatasiz/17229017
61,349900,İSTANBUL,BAĞCILAR,17141376,17 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,30500,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2017-model-superb-30-500-km-prestige-paket-hatasiz-boyasiz/17141376
62,349000,ANTALYA,MURATPAŞA,17610594,01 Haziran 2021,Skoda,SuperB,1.6 TDI Style,2019,Dizel,Yarı Otomatik,1598,120,13000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/demircan-dan-13000-km-de-superb-1-6-tdi-greentec-style-dsg/17610594
63,345000,İSTANBUL,ESENYURT,17573312,27 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2018,Dizel,Yarı Otomatik,1598,120,83000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/ozgur-motors-2018-hatasiz-boyasiz-tramersiz-superb-1-6tdi-dsg/17573312
64,345000,İSTANBUL,BAĞCILAR,17537241,21 Mayıs 2021,Skoda,SuperB,1.6 TDI Style,2019,Dizel,Otomatik,2000,125,25000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/azizoglu-oto-dan-2019-model-skoda-superb-1-6tdi-otomatik-style/17537241
65,345000,TRABZON,AKÇAABAT,17391073,19 Nisan 2021,Skoda,SuperB,1.6 TDI Elite,2020,Dizel,Yarı Otomatik,1598,120,30000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-elite/hatasiz-temiz-arac/17391073
66,342900,BALIKESİR,ALTIEYLÜL,17495043,11 Mayıs 2021,Skoda,SuperB,1.6 TDI Elite,2020,Dizel,Yarı Otomatik,1598,120,25000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-elite/sbr-grup-2020-skoda-superb-1-6tdi-greentech-elite-cam-tavan-dsg/17495043
67,339900,ANKARA,ÇANKAYA,16354116,15 Nisan 2021,Skoda,SuperB,1.6 TDI Elite,2019,Dizel,Yarı Otomatik,1598,120,28000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-elite/satilik-hatasiz-boyasiz-dsg-elite-paket-cam-tavan-superb/16354116
68,339000,İSTANBUL,SULTANBEYLİ,17362634,31 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,59000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2018-cikisli-super-b-59-km-de-prestige-cam-tavanli/17362634
69,339000,GAZİANTEP,ŞEHİTKAMİL,17475247,06 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,116000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/csr-motors-2017-skoda-superb-1-6-tdi-prestige-dsg-f1-cam-tavan/17475247
70,337500,SAMSUN,ÇARŞAMBA,17085035,02 Haziran 2021,Skoda,SuperB,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik,1600,125,50000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2016-skoda-superb-1-6-tdi-bmt-prestige-dsg-cam-tavanli-full-sifir-ayari-hatasiz/17085035
71,335000,DENİZLİ,MERKEZEFENDİ,16411245,18 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,114069,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/skoda-turkuaz-dan-superb-prestige-boyasiz-dsg-sunroof-servi-bkm/16411245
72,335000,ŞANLIURFA,SİVEREK,17405415,21 Nisan 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,109000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2017-model-boyasiz-tablet/17405415
73,331000,İSTANBUL,KADIKÖY,17454503,01 Mayıs 2021,Skoda,SuperB,1.5 TSI GreenTec Elite,2020,Benzin,Yarı Otomatik,1600,150,15573,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-5-tsi-greentec-elite/2020-skoda-superb-1-5-tsi-act-eliteg-goruscarplaystartstop/17454503
74,329000,KONYA,KARATAY,17531816,29 Mayıs 2021,Skoda,SuperB,1.6 TDI Style,2018,Dizel,Yarı Otomatik,1598,120,37000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/altincaba-dan-2018-skoda-superb-1-6-dsg-style-orjinal-hatasiz/17531816
75,329000,GAZİANTEP,ŞEHİTKAMİL,17577095,27 Mayıs 2021,Skoda,SuperB,1.6 TDI Style,2019,Dizel,Yarı Otomatik,1598,120,67750,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/isuzu-kia-bayii-dicle-fza-skoda-superb-style-1-6-tdi-dsg/17577095
76,328000,ANKARA,AKYURT,17009769,08 Mayıs 2021,Skoda,SuperB,2.0 TDI Prestige,2016,Dizel,Yarı Otomatik,2000,200,144000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-2-0-tdi-prestige/ankara-2-el-den-skoda-superb-2-0tdi-190hp-cam-tavn-beyaz/17009769
77,327500,ANTALYA,SERİK,17475576,23 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,81000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/19-jant-cam-tavan-elek-bagj-krem-doseme-isitma-hafiza-smart-link/17475576
78,327500,DENİZLİ,MERKEZEFENDİ,16980203,16 Nisan 2021,Skoda,SuperB,1.6 TDI Style,2017,Dizel,Yarı Otomatik,1598,120,61000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/2017-skoda-superb-camtavan-icibej-led-hatasiz-boyasiz-61-binkm/16980203
79,327250,DENİZLİ,MERKEZEFENDİ,16963601,12 Nisan 2021,Skoda,SuperB,1.6 TDI Style,2017,Dizel,Yarı Otomatik,1598,120,60000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/2017-sifirgibi-skoda-superb-camtavan-ici-bej-led-hatasiz-boyasiz/16963601
80,327000,ADIYAMAN,MERKEZ,17550887,23 Mayıs 2021,Skoda,SuperB,1.6 TDI Style,2018,Dizel,Yarı Otomatik,1598,120,78000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/2018-boyasiz-degisensiz-tramersiz-cam-tavan-dizel-otomatik-extra/17550887
81,325500,SAMSUN,TERME,16173345,18 Mayıs 2021,Skoda,SuperB,1.6 TDI Style,2018,Dizel,Yarı Otomatik,1598,120,60000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/ay-yildiz-dan-2018-skoda-super-b-style-cam-tavan-hayalet-fuul-fuul/16173345
82,325000,İSTANBUL,BAĞCILAR,17612308,01 Haziran 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,95000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2017-skoda-suberb-1-6-tdi-prestige-pk-cam-tavan-boyasiz-95binde/17612308
83,325000,ANTALYA,KEPEZ,17405641,01 Haziran 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,198000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2017-superb-1-6-tdi-prestige-boyasiz-arac-ve-gayrimenkul-takasli/17405641
84,320000,GAZİANTEP,ŞEHİTKAMİL,17494363,31 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik,1598,120,121000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/yasin-dik-huzur-oto-dan-skoda-superb-1-6-tdi-prestige-121-bin-km/17494363
85,318500,İSTANBUL,ESENLER,16686226,06 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2018,Dizel,Yarı Otomatik,1598,120,63000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/skoda-superb-1-6-tdi-prestige-cam-tavan-nbt-ekran-koltuk-hafiza-2018-sifir-gibi-arac/16686226
86,317500,İSTANBUL,MALTEPE,17150477,12 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2015,Dizel,Yarı Otomatik,1598,120,30000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/karalardan-ilk-sahibinden-30-000kmde/17150477
87,316900,İSTANBUL,BAĞCILAR,17083280,03 Mayıs 2021,Skoda,SuperB,2.0 TDI Prestige,2017,Dizel,Yarı Otomatik,2000,200,125000,4 boyalı,Galeriden,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Boyanmış,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-2-0-tdi-prestige/erdemler-den-2017-skoda-superb-2-0tdi-190hp-dsg-prestige-tablet/17083280
88,316500,TRABZON,AKÇAABAT,17166694,31 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik,1598,120,80000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2017-cikisli-skoda-superb-prestige-pkt-boyasiz-sunroof-80-bin/17166694
89,315000,ANTALYA,KEPEZ,17611379,01 Haziran 2021,Skoda,SuperB,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik,1598,120,95000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/kaplandan-2016-prestij-cam-tvn-95km-4klt-isitma-elk-bgj-geri-grs/17611379
90,315000,ANKARA,AKYURT,17609026,01 Haziran 2021,Skoda,SuperB,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik,1598,120,104000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2016-prestij-cam-tavan-ici-bej-degisensiz-4-koltuk-istma-e-bagaj/17609026
91,315000,BURSA,YILDIRIM,17530381,01 Haziran 2021,Skoda,SuperB,1.6 TDI Style,2018,Dizel,Yarı Otomatik,1598,120,90000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/2018-hatasiz-cam-tavan-arka-kamera-hafizali-koltuk-ici-bej/17530381
92,315000,DİYARBAKIR,KAYAPINAR,15985209,01 Haziran 2021,Skoda,SuperB,1.6 TDI Style,2018,Dizel,Yarı Otomatik,1598,120,58000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/2018-hatasiz-boyasiz-skoda-superb-style-58-000-km-kredisi-hazir/15985209
93,315000,DİYARBAKIR,BAĞLAR,17524379,19 Mayıs 2021,Skoda,SuperB,1.6 TDI Style,2018,Dizel,Yarı Otomatik,1598,120,58500,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/2018-super-b-hatasiz-58000km-aninda-kredi-ile-hemen-sahip-olun/17524379
94,313000,GAZİANTEP,ŞAHİNBEY,17434194,21 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik,1598,120,134000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/umit-auto-dsg-cam-tavan-boyasiz-elekt-bagaj-k-isitma/17434194
95,310900,İSTANBUL,SULTANBEYLİ,16045372,03 Haziran 2021,Skoda,Octavia,1.4 TSI Sport,2018,Benzin,Yarı Otomatik,1395,150,43144,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-4-tsi-sport/yetkili-skoda-bayisinden-2018-skoda-octavia-1-4-tsi-sport-dsg/16045372
96,310000,ANKARA,ALTINDAĞ,17618245,02 Haziran 2021,Skoda,SuperB,1.6 TDI Comfort,2017,Dizel,Yarı Otomatik,1598,120,118000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-comfort/2017-hatasiz-boyasiz-cam-tavan-xenon-far-tablet-ekran/17618245
97,310000,TOKAT,ZİLE,17609696,01 Haziran 2021,Skoda,SuperB,1.6 TDI Prestige,2015,Dizel,Yarı Otomatik,1598,120,128500,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/boyasiz-hatasiz-2015-model-yeni-kasa-en-ful-prestije-paket/17609696
98,310000,ÇORUM,MERKEZ,16011644,20 Mayıs 2021,Skoda,Scala,1.5 TSI Premium,2020,Benzin,Otomatik,1600,150,2000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-scala-1-5-tsi-premium/2020-model-sifir-scala-premium-1-5-tsi-act-cam-tav-18-inc-jan-le/16011644
99,310000,ANKARA,AKYURT,17488681,10 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2016,Dizel,Yarı Otomatik,1598,120,149000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/mg-otomotiv-den-skoda-super-b-hatasiz-boyasiz-prestige/17488681
100,310000,KONYA,KARATAY,16574868,09 Nisan 2021,Skoda,SuperB,1.6 TDI Style,2017,Dizel,Yarı Otomatik,1598,120,50000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/kvs-motors-2017-model-skoda-super-b-1-6-tdi-style-dsg-boyasiz/16574868
101,308000,KONYA,KARATAY,17621618,03 Haziran 2021,Skoda,SuperB,2.0 TDI Prestige,2016,Dizel,Yarı Otomatik,2000,200,140035,"1 değişen, 1 boyalı",Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-2-0-tdi-prestige/2016-superb-4x4-prestige-on-arka-kol-isitma-gerigorus-elek-bagaj/17621618
102,308000,ANTALYA,MANAVGAT,17539538,21 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2018,Dizel,Yarı Otomatik,1598,120,127000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/skoda-super-b-dizel-otomatik-prestige-hatasiz-boyasiz-servis-bkm/17539538
103,308000,SAMSUN,İLKADIM,17530897,20 Mayıs 2021,Skoda,SuperB,1.6 TDI Prestige,2017,Dizel,Yarı Otomatik,1598,120,80200,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/beray-dan-hatasiz-2017-skoda-superb-1-6-tdi-prestige-paket/17530897
104,308000,SAMSUN,İLKADIM,16171748,20 Nisan 2021,Skoda,SuperB,1.6 TDI Style,2017,Dizel,Yarı Otomatik,1598,120,87000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/beray-2017-skoda-superb-1-6-tdi-dsg-style-camtavanli-gumus/16171748
